MC,Master Card,Citibank,Edith J Kirkland,336,Nov-13,Nov-24,13,9069,23600,8&\Gb3Z{aUWB
DC,Diners Club International,Diners Club,Terrell Z Erhart,78,Aug-07,Aug-20,20,1581,144800,5y$9a\rlWi#
VI,Visa,Wells Fargo,Corey G Fowler,676,Feb-15,Feb-19,11,3314,148000,8xmk3p\zP;5I?og
JC,Japan Credit Bureau,JCB,Araceli Frary,292,May-17,May-20,22,2181,71400,v8nw72]-7
VI,Visa,USAA,Tracy W Moses,516,Jul-16,Jul-30,14,7753,62800,A<NX%VD^
AX,American Express,U.S. Bancorp,Calvin O Whitfield,9008,Jun-13,Jun-15,5,1388,31500,Ey{A/JBLX
JC,Japan Credit Bureau,JCB,Ellen L Foster,194,May-17,May-35,12,8806,142500,s${<pr4~-Jh6T;
MC,Master Card,Citibank,Paige W Currey,188,Apr-16,Apr-29,19,3463,31700,J2z?_kZ[q
DC,Diners Club International,Diners Club,Matthew X Richard,125,Aug-07,Aug-12,6,3141,18100,Gu#-iAOc^W
JC,Japan Credit Bureau,JCB,Thomasena D Vail,657,Nov-08,Nov-13,6,34,135200,G]LooyUi
DC,Diners Club International,Diners Club,Joe Y Ochoa,934,Aug-16,Aug-34,6,948,160700,1|Yyxb[Q;}baUK
DC,Diners Club International,Diners Club,Shay Marinelli,545,Jun-07,Jun-25,2,5301,177100,ifHyHKuvzXHr
DC,Diners Club International,Diners Club,Beth Y Woodard,145,Sep-13,Sep-16,27,5333,170000,yUn2~blYYPD
AX,American Express,American Express,Madison G Dennison,3938,Feb-07,Feb-15,11,2833,53400,v8Lyt@jV#0\H
AX,American Express,U.S. Bancorp,Allen X Bentley,9650,Nov-13,Nov-23,11,6918,91700,rU}9y3!3E
MC,Master Card,Chase,Dora Crisp,907,Nov-09,Nov-17,14,6786,44200,uAh]WlNQ&O#fjS3
AX,American Express,American Express,Bobby House,5646,Dec-12,Dec-24,5,5187,115000,QS!ogvaio6-
VI,Visa,GE Capital,Tamera W Rehm,408,Nov-13,Nov-30,12,2845,106100,f.y9TV\Nt
MC,Master Card,Chase,Erica Booth,700,Feb-15,Feb-21,18,663,127900,oQ%3^ZTzt~e>TW
VI,Visa,Capital One,Israel Liverman,454,Apr-12,Apr-32,3,6705,161100,w6fD^dFVq0T
VI,Visa,Barclays,Daniel K Justice,997,Apr-08,Apr-17,16,4464,86700,bJV1YjP}w/5VQ
DC,Diners Club International,Diners Club,Karleen Bannon,843,Jul-07,Jul-09,23,406,32100,zre<*3QX0d&O\m
AX,American Express,USAA,Jon Y Mcleod,5174,Dec-12,Dec-23,23,4303,114000,LYNjs<@AD1
MC,Master Card,Bank of America,Delana Couch,32,Jul-09,Jul-14,19,9325,196800,T8.s}*x4
VI,Visa,Cabela�s WFB,Stacy M Pearson,254,Mar-16,Mar-31,24,8494,44000,vPXT|~<8|Y-p
JC,Japan Credit Bureau,JCB,Jordan K Lambright,943,Aug-09,Aug-25,12,5156,13800,bwvo~$~tfKO-
AX,American Express,Bank of America,Clarence H Ayala,5378,Apr-09,Apr-27,2,2036,85500,J!A0/+_D
MC,Master Card,USAA,Ernestine A Satterlee,146,Jun-13,Jun-26,2,2670,10200,xndphC~;!!
MC,Master Card,Chase,Jon B Silva,689,Dec-12,Dec-19,12,1323,137700,P>eLTvd|
VI,Visa,Chase,Charles L Gigliotti,146,May-08,May-15,21,576,38300,1E!2X9W0GA}^\
DC,Diners Club International,Diners Club,Tom W Kane,888,Aug-12,Aug-20,8,6550,92500,o5EBUb;K#rv
DC,Diners Club International,Diners Club,Takako M Corbett,672,Jul-07,Jul-15,25,9306,174900,goyfRyE>UKMwz
VI,Visa,Chase,Janet Blankenship,966,Mar-17,Mar-19,14,3379,83800,wyjDpb3<-
DS,Discover,Discover,Dovie G Hollifield,475,May-13,May-28,25,1014,67100,lMO-zJ+9Y7-Y?
AX,American Express,American Express,Evelyn K Conley,5528,Feb-10,Feb-19,25,7923,72700,tjp{ww|nC3E9.w
VI,Visa,Chase,Karmen Q Crosby,202,May-12,May-32,11,9624,82400,jkDPnOP]<we
JC,Japan Credit Bureau,JCB,Bernice E Dalton,335,Jan-15,Jan-21,15,1618,104600,ib]d:n}AE+|
DC,Diners Club International,Diners Club,Darin B Alvares,328,Apr-09,Apr-19,12,1220,62400,g4oE}mK4rM+iq&
JC,Japan Credit Bureau,JCB,Jessica V Hancock,633,May-08,May-16,16,5032,151000,M/5MRUUrF>z
JC,Japan Credit Bureau,JCB,Brittanie J Flock,431,Jun-07,Jun-21,15,7614,82500,JWD7*V#2@
MC,Master Card,Capital One,Charlotte Peters,235,Nov-15,Nov-31,18,2190,17400,Q&XSwx6Xw\
MC,Master Card,Barclays,Jean A Bashir,662,May-14,May-28,22,8375,61900,uU6x_E~+Dl322
DC,Diners Club International,Diners Club,Lois P Norman,305,Oct-14,Oct-18,22,9461,36500,Psb}<ASRYC0
JC,Japan Credit Bureau,JCB,Aliza W Brockway,131,Nov-13,Nov-23,12,9155,61500,k~C~NzTzSNAHo-^
JC,Japan Credit Bureau,JCB,Anne N Figueroa,336,May-09,May-16,15,5588,80600,7lYdtsd;
JC,Japan Credit Bureau,JCB,Kennith Monge,605,Dec-12,Dec-26,17,6621,109800,I?Poea}GFRR
MC,Master Card,Bank of America,Marion L Jordan,114,Apr-13,Apr-16,28,1903,178400,FbD$8$UFK
MC,Master Card,Chase,Kyong X Trower,170,Dec-15,Dec-18,28,2789,157300,Ha%Pl1.n
MC,Master Card,Chase,Sally U Russo,399,Sep-10,Sep-12,16,4308,177100,CslT@_w$8*keB
JC,Japan Credit Bureau,JCB,Venita G Pough,876,Apr-07,Apr-24,19,4097,46500,xfm6v9#5x_Vl
VI,Visa,Chase,Lester Johnson,852,Sep-08,Sep-16,13,1069,117000,MmU~_R_XV#
DS,Discover,Discover,Beverly Vanhorn,400,May-17,May-29,22,3006,192500,20-@rLvQ
DS,Discover,Discover,Roberta G Reed,841,Jun-13,Jun-22,2,3003,185700,3Rc]<W*n
DS,Discover,Discover,Gillian K Blumenthal,130,Nov-13,Nov-20,25,2465,105400,w.nGfo&/HDlN
AX,American Express,Bank of America,Joseph Porter,61,Jun-14,Jun-16,3,5096,114500,PJ}*e?VuX*
JC,Japan Credit Bureau,JCB,Wilbert Colligan,856,Mar-09,Mar-18,6,6026,105200,LK2$l-sdu
DC,Diners Club International,Diners Club,Diana F Lowe,789,Feb-11,Feb-12,24,1143,19200,aB6{Cq^k;n7~HB
JC,Japan Credit Bureau,JCB,Lucien V Mathes,812,Jul-16,Jul-29,13,8947,36600,m+zV+]Pt
AX,American Express,USAA,Norma Burgess,4600,Apr-07,Apr-09,24,5448,172000,HK!t{1/L+Ewn
JC,Japan Credit Bureau,JCB,Shantay N Tores,530,Aug-14,Aug-15,26,8077,46500,c<+$Vx;C
DS,Discover,Discover,Florence H Humphrey,688,Apr-15,Apr-16,6,8166,91400,O.20O8/dm.6%1~{
VI,Visa,GE Capital,Domenic Daves,429,Mar-11,Mar-24,13,849,179300,rL_Ih>1_+I[UA
DS,Discover,Discover,Luis R Calderon,560,Feb-16,Feb-36,28,3328,44300,VHs~+EyeUCmHc
DC,Diners Club International,Diners Club,Sun B Naranjo,372,Jun-10,Jun-17,9,6179,146300,gc%*bPcDMmJsa
DC,Diners Club International,Diners Club,Janice W Williams,200,May-08,May-25,22,1138,119500,nde7v/X7;
VI,Visa,Citibank,Delaine T Friedlander,382,Dec-17,Dec-35,18,2599,110300,pmo$aQ4{N><
AX,American Express,American Express,Albert Scott,2549,Jul-09,Jul-13,26,8579,62400,6tyi1zaD;
VI,Visa,Chase,Lyndon Roebuck,555,Mar-16,Mar-27,17,1424,135900,0\>[ygQc
MC,Master Card,Chase,Mario V Good,269,Jul-15,Jul-25,3,4909,66200,08kG7R_W8/L
JC,Japan Credit Bureau,JCB,Samuel Doxey,714,Jun-09,Jun-10,10,5273,191300,x>C9Y~J.9sP?q
JC,Japan Credit Bureau,JCB,Emma Alston,282,Mar-09,Mar-18,28,1096,103400,AJn*W!I[n6YLA?
AX,American Express,USAA,Andrew Q Raab,1340,May-11,May-17,24,4757,158800,2a\!NMD6T4$!-
VI,Visa,PNC,Ann Sweet,542,Sep-10,Sep-17,28,4767,177900,f5QUp1q.!
DS,Discover,Discover,Terrell Bui,724,Apr-12,Apr-22,26,8632,122800,cI0>XDI;
AX,American Express,American Express,Nicholas Bernard,8370,Feb-13,Feb-19,26,4725,127300,Qj30utB>o/@7
VI,Visa,Chase,Kris C Ballou,569,Oct-13,Oct-15,13,5257,108700,Uv\Eh;U?P3S}9<8
AX,American Express,USAA,Glenn W Hicks,1434,Apr-10,Apr-23,12,1597,120400,xil47VfEGHelh
JC,Japan Credit Bureau,JCB,Jesusita Beauchesne,964,Sep-11,Sep-25,2,5645,16000,vy<^Xa8xX:
VI,Visa,Cabela�s WFB,Jean Camacho,102,Sep-12,Sep-19,28,3677,192800,jXjS\Z_@
DC,Diners Club International,Diners Club,Fatima Q Ferrier,450,Sep-15,Sep-32,17,923,154700,cer:1M>?R8
VI,Visa,Chase,Megan Poole,938,Oct-09,Oct-23,22,9534,63300,R5~BOY6Tyg5HN
AX,American Express,Bank of America,Joey T Truby,2940,Oct-13,Oct-31,22,9530,182000,3U7d&3QQcs_
AX,American Express,American Express,Anne Stout,5070,May-15,May-16,1,1429,138500,l0OMaxEL
DS,Discover,Discover,Julian F Beauchamp,60,Feb-13,Feb-27,12,1946,174500,r-zSiy[|0NU
DC,Diners Club International,Diners Club,Tim A Kerr,366,May-15,May-20,25,6124,100500,tG<~|M*&vqjs
VI,Visa,PNC,Rhett P Almendarez,473,Nov-07,Nov-10,4,3278,18100,rptH7JT$i{6\86
DS,Discover,Discover,Sheila O White,904,Oct-07,Oct-17,3,2132,73800,QgblIN8_>ip
JC,Japan Credit Bureau,JCB,Kendal Hafer,986,Sep-08,Sep-13,24,6500,184600,Yg1rzp|SViI
DS,Discover,Discover,Harry V Burke,141,Aug-13,Aug-28,23,4976,99100,T/+B2_AZ8rq~zAP
JC,Japan Credit Bureau,JCB,Tu Y Pryce,868,Jun-13,Jun-23,24,1686,172800,nG{gO{D@xcib
JC,Japan Credit Bureau,JCB,Herman Q Knowles,847,Aug-12,Aug-26,25,4517,155700,aolyGJY4DW
DC,Diners Club International,Diners Club,Abe G Howe,176,Oct-08,Oct-22,8,9015,58600,N&E.VE.Cq
DC,Diners Club International,Diners Club,Monica Q Ferguson,384,Mar-11,Mar-22,18,919,165300,D{#ze48%[
VI,Visa,Chase,Aida I Barrows,364,Jan-09,Jan-20,13,5891,196800,l?R.Lx94VIq|W3*
DC,Diners Club International,Diners Club,Debra Q Bean,913,Jan-17,Jan-36,1,8302,33600,Pa;c&J_vmLV
DC,Diners Club International,Diners Club,Cornell U Bivins,60,Jul-09,Jul-25,28,965,52600,MxTB9^q/qWj
AX,American Express,American Express,Billy M Todd,4580,Jul-14,Jul-24,13,7660,17900,0P{NQ%%Wt4}x|
DS,Discover,Discover,Carmen C Owsley,433,Oct-14,Oct-18,13,397,42600,Kdt<Z*eOGKK9}:0
DS,Discover,Discover,Ralph N Pugh,652,Jul-10,Jul-21,26,3096,51800,3*h}#DNbV
JC,Japan Credit Bureau,JCB,Chester Shea,366,Jul-16,Jul-22,4,4144,47800,S!o9[@?SS>{
DS,Discover,Discover,Stephanie G Warren,993,Aug-09,Aug-23,24,7939,120000,cw8G:1!u9-
DS,Discover,Discover,Leigha Y Brady,884,Dec-13,Dec-23,27,2610,91300,j?DsyPBNv8
VI,Visa,Chase,Bonnie H Walter,840,Aug-14,Aug-26,17,9808,29500,i{L$<:T]R:2W
DS,Discover,Discover,Bill F Cassel,556,Mar-10,Mar-20,26,6452,171500,uRfl<U*$/S/r/0
MC,Master Card,Citibank,Clifford D Delacruz,513,Jan-10,Jan-24,10,6184,196600,Um687*%%-m<G
JC,Japan Credit Bureau,JCB,Kerri R Devera,533,Dec-09,Dec-28,5,4868,86300,0<w[M.Kbti5EA%r
MC,Master Card,U.S. Bancorp,Phyllis King,260,Sep-13,Sep-21,27,4552,177700,9]8#xrKZ#>#
MC,Master Card,Bank of America,Victor Q Kinzer,739,Feb-15,Feb-18,25,171,134700,L-#af4xx]6
DC,Diners Club International,Diners Club,Steven D Salinas,300,Feb-17,Feb-25,9,3672,81500,jlMNPJfS
JC,Japan Credit Bureau,JCB,Kenyetta C Specht,445,Apr-17,Apr-20,25,8969,15700,dyY4@?q4R8XPFB
JC,Japan Credit Bureau,JCB,Maurice K Haynes,668,Mar-15,Mar-29,8,5054,164400,ImnRx&vWCp
AX,American Express,U.S. Bancorp,Darin Dials,3061,Mar-12,Mar-22,19,2751,137600,eIH\zd?-l?[}
VI,Visa,Citibank,Dennis French,118,May-16,May-20,27,6179,40800,N$IqTZY3F$H
DS,Discover,Discover,Kenyatta Y Tew,282,Nov-16,Nov-22,6,3208,90900,jzrlAcZJHI}.~-
VI,Visa,Chase,Ernest Middleton,474,May-13,May-20,23,9555,127000,qP2CNCk/P&Mv}
DC,Diners Club International,Diners Club,Danilo A Grullon,225,Mar-11,Mar-26,23,88,112900,EDvp0ex^D
DS,Discover,Discover,Brent Pace,955,Oct-07,Oct-11,21,4141,193700,x!17]m}>^.w
DS,Discover,Discover,Charles D Byford,238,Sep-12,Sep-15,17,1905,13800,VRyHFSf;;:
MC,Master Card,Barclays,Jonathan Fitzpatrick,583,Aug-07,Aug-13,21,8224,21600,eX4[CF[*
VI,Visa,Bank of America,Elliott F Collman,83,Feb-09,Feb-20,25,2308,155900,37qWP0$r-
DC,Diners Club International,Diners Club,Pedro Stafford,970,Sep-08,Sep-22,25,5306,171000,4S#.^%$b2^X
DS,Discover,Discover,Jerica Talmadge,468,Dec-17,Dec-29,3,7435,190900,j0$;rX<{
JC,Japan Credit Bureau,JCB,Valerie P Parker,387,Jun-13,Jun-30,16,7056,161400,6[Wxnpd?-rH$L&L
AX,American Express,American Express,Norris M Shoe,949,Aug-16,Aug-36,28,2045,52400,dSZx_Z5F|5c?
DS,Discover,Discover,Alice A Delgado,359,May-16,May-19,10,9895,151700,cd01o3b}Gv
MC,Master Card,Bank of America,Shonda J Cohn,105,Aug-15,Aug-30,23,4762,144500,6!+^1y&fEZQnOB
AX,American Express,USAA,Dana X Mcclure,178,Jun-07,Jun-23,8,4284,90100,wruQ?fL>By$
DS,Discover,Discover,Milan Cowell,130,Feb-08,Feb-20,7,5226,184800,K2O{OFDHU
DC,Diners Club International,Diners Club,Sheila R Cotton,920,Aug-10,Aug-11,19,8256,46300,P8.5~aMemh>C
AX,American Express,American Express,Ramona J Gore,772,May-09,May-27,25,8471,12700,GGGJj&{PQl
AX,American Express,American Express,Louise Matthews,764,Jul-13,Jul-24,8,9284,165600,2eIr|e>~Dc~a
DC,Diners Club International,Diners Club,Toby T Brey,33,Feb-11,Feb-26,23,4348,14100,AztPQHG{I5
VI,Visa,Cabela�s WFB,Hector Y Pickett,540,Dec-11,Dec-16,13,1019,57900,x71$y:>EatwPTr
DC,Diners Club International,Diners Club,Setsuko Q Steinman,887,Aug-13,Aug-23,8,2293,196100,b9UVL9b[S$G!H|I
DS,Discover,Discover,Frank Y Baldwin,63,Jul-07,Jul-16,7,3981,149000,X$BSZfR?Tvy!u_
DC,Diners Club International,Diners Club,Charles Motyka,374,Jan-09,Jan-13,27,4263,31500,6Voa0\gg
MC,Master Card,Chase,Bernard Romero,199,Feb-13,Feb-27,27,1755,150800,BCVOHu?c\_
DS,Discover,Discover,Lavinia H Soltero,8,Dec-12,Dec-17,1,1145,101000,hW#*sZbaKQcgi}
VI,Visa,Chase,Scott U Roman,535,Feb-13,Feb-25,10,6755,122300,m73x]$U3&
DC,Diners Club International,Diners Club,Sarah W Brunette,258,Jun-07,Jun-09,15,458,145300,z7~L<y_j7p
AX,American Express,American Express,Derek Bowman,6040,Jun-11,Jun-31,23,2127,136200,oi#pcy?FT~b+OPr
MC,Master Card,Chase,Corinne Rounds,883,Sep-09,Sep-24,2,5654,162200,xDh:;Qu.o~xMj
MC,Master Card,Citibank,Carl X Estrada,103,Jun-17,Jun-32,21,8844,123200,uucY*Yr4jwF%s.0
JC,Japan Credit Bureau,JCB,Sunday Casiano,654,Nov-10,Nov-30,13,9835,16700,X>EHgT@3*vJ7
VI,Visa,Chase,Clara Townsend,790,Aug-07,Aug-16,7,9555,186900,j*Th{#WX}Y
MC,Master Card,Chase,Adelaida E Kell,694,Nov-10,Nov-13,16,9193,111800,1e@kld#@.T>q
DC,Diners Club International,Diners Club,Jacqueline U Simpson,388,Jan-12,Jan-19,4,3260,17100,L@_uhA&9
JC,Japan Credit Bureau,JCB,Harland Z Maillet,732,Jun-09,Jun-13,20,3994,13600,XzDORYSr;r{a/V
VI,Visa,Chase,Kenneth P Page,840,Mar-13,Mar-27,7,7364,67000,aUBUi.zC~
MC,Master Card,Wells Fargo,Kareem R Beachum,834,Mar-07,Mar-09,9,7409,146000,uR#b4|x?Eb\
AX,American Express,American Express,Tina X Albert,3123,Oct-07,Oct-09,26,6183,177800,jb{3MGKaU%14
DS,Discover,Discover,Jerrell Guillot,39,Oct-17,Oct-25,16,5013,119900,F>]tHjT+Q
AX,American Express,American Express,Jesse M Velasquez,3946,Jul-14,Jul-29,8,7445,121800,R~OvM9a#^>P
VI,Visa,Chase,Bobby Z Macon,700,Jun-14,Jun-17,21,257,49100,LI.Wj2y4
DS,Discover,Discover,Floyd X Cobb,664,Mar-08,Mar-20,8,875,123700,s%|%T1hZ#iZS|
DC,Diners Club International,Diners Club,Aldo R Tran,600,Nov-12,Nov-22,22,3730,33800,HIKth>kCHKfX
DC,Diners Club International,Diners Club,Angela R Bass,969,Mar-08,Mar-13,1,5407,32700,zEn~O<p:&9KZC
MC,Master Card,Capital One,Renato G Mcroy,99,Feb-07,Feb-26,16,6527,75600,oF0O<_AQYyNY.X
DC,Diners Club International,Diners Club,Anna X Larson,691,Jan-15,Jan-19,19,4087,53500,Dqphu*jP978dB
AX,American Express,U.S. Bancorp,Carolyne G Glisson,2006,Apr-10,Apr-26,10,524,73700,zHh<fl~Op
MC,Master Card,Capital One,Debbie E Hyde,14,Dec-17,Dec-22,16,8240,91900,8|1.#$Ns89rx:X
DC,Diners Club International,Diners Club,Mauricio Minks,679,Mar-11,Mar-16,15,883,169100,Acq>&~GB
DC,Diners Club International,Diners Club,Clara B Ramirez,955,Dec-17,Dec-23,12,4958,148400,R$}x&{i2~BE
JC,Japan Credit Bureau,JCB,Vinita E Swann,102,Aug-10,Aug-17,11,8597,40900,fl>Q!bil4_4
AX,American Express,American Express,Ricky M Mckee,5052,Jan-10,Jan-20,16,4464,52400,XZRf+Dhj4_Kn4*O
DC,Diners Club International,Diners Club,Carlos L Bowe,991,Jun-09,Jun-26,10,3385,179000,qS@hrTNuZc
DC,Diners Club International,Diners Club,Kathryn Jennings,423,Oct-14,Oct-26,26,6429,111600,ZsvT?d?bk
VI,Visa,First National,Meta H Heckler,949,Apr-10,Apr-18,10,9753,29800,ESh\v2.eue5mNrf
DC,Diners Club International,Diners Club,Emily R Duran,650,Jan-14,Jan-19,25,6790,117600,tkjE5YSh/ST<
DS,Discover,Discover,Nadia Gibb,218,Aug-15,Aug-27,3,1527,125100,Of0xGb53^?S@3
MC,Master Card,Chase,Linda B Shannon,998,Jul-15,Jul-34,15,9145,85900,Hf~T>_1&b
DC,Diners Club International,Diners Club,Fawn Y Sharon,187,Jul-10,Jul-20,5,2681,146400,TC&MI<jv6gAeMV
AX,American Express,Bank of America,Patrick V Thomas,5025,Oct-16,Oct-30,17,7274,76700,9R]W>a5Svh1G#9
AX,American Express,USAA,Sarina Dombroski,3297,Dec-09,Dec-14,17,4764,128900,NF]N<k\C}AHz0v
JC,Japan Credit Bureau,JCB,Lori U Buchanan,231,May-10,May-13,8,7862,98600,vIu$C!%/5f_j
DC,Diners Club International,Diners Club,Kendal J Marino,69,Sep-14,Sep-22,6,3738,83200,Yoqcsvxc#I|
DS,Discover,Discover,Edith M Bush,602,Jun-11,Jun-17,23,4975,198700,D?e~exEgPw~BU
MC,Master Card,Citibank,Latonya Hummell,146,Jun-13,Jun-29,9,1548,13000,o]v\vC42;/?Gtsg
MC,Master Card,Barclays,Brent Q Walters,664,Oct-14,Oct-17,13,355,123700,n512\}oT%Gg\r
DC,Diners Club International,Diners Club,Clark T Scheffel,885,Jun-15,Jun-26,27,227,72800,G+4/gz%xLTMyL3}
DC,Diners Club International,Diners Club,Tom U Lynch,981,Feb-13,Feb-33,3,6108,83000,vGQ@J7I@Q
VI,Visa,U.S. Bancorp,Lupe E Maes,683,Jun-16,Jun-31,8,8854,88000,E-uwaSu||UZ
MC,Master Card,Chase,Albert H Bentley,691,Mar-14,Mar-24,15,8822,191800,5O7w&6k/~ek^W*
VI,Visa,Chase,Maynard P Drapeau,758,Nov-12,Nov-26,5,6178,177700,43LVEEB|fVdqV{B
DS,Discover,Discover,Angela I Reese,672,Feb-07,Feb-22,3,6705,28900,Beg+v0@_sna^2s
MC,Master Card,Barclays,Jody Obrian,671,Jun-08,Jun-15,9,4214,86200,ip\e~$kyCx
AX,American Express,USAA,Clara N Mercado,9044,Mar-09,Mar-10,14,3790,167300,S_dO+<hI
MC,Master Card,Bank of America,Blanch L Scoles,534,Apr-07,Apr-19,12,632,198800,S~$x:Dirr{
MC,Master Card,Chase,Don S Mcconnell,724,Jun-13,Jun-17,10,7767,170700,3kJ4:a{XM
JC,Japan Credit Bureau,JCB,Ossie Y Rasch,618,May-08,May-25,20,248,43700,Xa!/~sbX3v
AX,American Express,American Express,Margaret B Robles,763,Sep-12,Sep-27,3,523,143500,IY/*+u}@Y
VI,Visa,Wells Fargo,Anjelica K Demaio,473,May-08,May-15,16,8423,10400,xF-S{+NPPOa
DC,Diners Club International,Diners Club,Willie J Barker,905,Jun-07,Jun-26,10,2923,41700,Eq<M{xma^|a$
AX,American Express,American Express,Hanna Goldberg,1174,Oct-15,Oct-24,23,1696,89900,8r?l+XtO
MC,Master Card,Capital One,Emily Waters,259,Jan-13,Jan-31,22,7929,125000,GHvP&42aHI
AX,American Express,American Express,Tristan E Churchwell,6618,Nov-12,Nov-23,20,3454,133900,renXBVjZ<X&8S8
DC,Diners Club International,Diners Club,Eva Y Becker,444,Jul-11,Jul-26,23,8585,85500,W*8_wG{.!3P^<9S
DC,Diners Club International,Diners Club,Margit O Leib,661,Jul-14,Jul-18,6,4948,93500,voqK%>:;5;
JC,Japan Credit Bureau,JCB,Andrew L Charles,122,Feb-08,Feb-21,13,9963,137000,e<eNXtPP[UuDg7
DC,Diners Club International,Diners Club,Solange V Samons,581,Feb-07,Feb-08,8,4483,77300,g2?vJkz{%3BN
VI,Visa,Wells Fargo,Michael G Mckay,489,Sep-12,Sep-14,11,6604,174300,hEvsgkvR
MC,Master Card,U.S. Bancorp,Shaun B Olmeda,82,Jun-14,Jun-19,24,75,117200,TrNNgU19LOqu
VI,Visa,U.S. Bancorp,Anita S Baird,285,Jun-16,Jun-27,24,9536,193300,qi?\-ytd;l:
DS,Discover,Discover,Randolph Matthes,415,Mar-11,Mar-25,16,3403,144100,iDnK%[-1iol6.;#
AX,American Express,American Express,Phyllis N Foley,6778,Nov-14,Nov-32,10,9426,75100,AwmCK2u2f
DS,Discover,Discover,Isidro Greenfield,784,Jan-08,Jan-14,16,5361,159400,K96t-%9##O
DC,Diners Club International,Diners Club,Lillian Pittman,979,Sep-12,Sep-21,23,4920,120600,IKlClxiie
DS,Discover,Discover,Rogelio Hamlet,969,Jan-15,Jan-27,7,6023,57900,v3:$LFcB
AX,American Express,American Express,Anne I Palmer,8984,Feb-14,Feb-26,23,7750,153300,NEjhYAtdi-sf
VI,Visa,U.S. Bancorp,Marvel Hutton,610,Nov-10,Nov-17,2,4335,133200,OdYd^zm6x1
AX,American Express,U.S. Bancorp,Tyler I Conway,7871,Nov-16,Nov-33,5,8655,191400,pPNO&B\g
DS,Discover,Discover,Kirby P Callis,481,Jan-17,Jan-22,7,5348,106200,7t{tK!gOHa{7n7
VI,Visa,Chase,Roberta Fischer,490,Apr-09,Apr-20,26,684,33700,y|ZYBUy$J
AX,American Express,American Express,Eugene H Pua,4285,Apr-16,Apr-32,15,5301,83300,QsxUgK44CnxZy
AX,American Express,American Express,Charlotte Hancock,2178,Oct-10,Oct-12,14,8954,93400,89Sa}ivEV
DC,Diners Club International,Diners Club,Monty Ladwig,331,Sep-11,Sep-20,1,7364,50200,Kp6]|Wza>NV9X^H
AX,American Express,American Express,Howard Reynolds,710,Sep-17,Sep-26,14,8400,159500,ZIF[>U&Jm_^S4u5
AX,American Express,Bank of America,Jermaine G Stpierre,655,Apr-08,Apr-17,10,3368,70400,Q%KBZ;d|y
JC,Japan Credit Bureau,JCB,Michelle D Rodgers,612,Oct-16,Oct-22,15,3610,36800,o~D*nKkPovvTabz
MC,Master Card,GE Capital,Brady Y Guenther,56,Jul-10,Jul-27,22,9314,173200,cL*p~Ozer-d
DS,Discover,Discover,Carlos Orr,992,Sep-12,Sep-17,26,7288,167700,YjPVafADkW2qD@
JC,Japan Credit Bureau,JCB,Anthony M Delp,920,Jun-08,Jun-12,8,4986,102300,y[fHSi^VMGm
DC,Diners Club International,Diners Club,Susan J Burton,285,Apr-15,Apr-35,13,6405,199800,274u_*\<|SzF~K
VI,Visa,Chase,Miles Hensler,914,Jul-16,Jul-20,6,484,95800,UBUSFMOh<&9_[Az
DS,Discover,Discover,Scott L Hancock,51,Mar-12,Mar-32,3,7619,163000,N}R0hwfc8aJ1J5
AX,American Express,American Express,Julee Atencio,8794,Jul-15,Jul-30,10,4973,113800,a~2JM~+{0
DC,Diners Club International,Diners Club,Ellen Carter,913,Mar-09,Mar-18,19,6010,29900,bVU2g@\pqD@Pr[~
MC,Master Card,Chase,Mira D Appling,878,Jun-14,Jun-31,13,5481,109100,BDeG|9GM_13^
VI,Visa,First National,Loretta P Crawford,116,Jan-14,Jan-22,24,3695,139400,JoBhv@%ab
VI,Visa,Citibank,Eric P Critchlow,324,Sep-16,Sep-23,25,6045,183000,1w:uDazb8
MC,Master Card,Citibank,Joanne L Leblanc,308,Jul-15,Jul-19,22,7396,64700,83mi{V;/
MC,Master Card,USAA,Freeda Goldner,398,Aug-14,Aug-17,2,16,85000,gCEJyr!Q9nIm/g
AX,American Express,American Express,Alice F Gilliam,350,Jun-13,Jun-17,15,6507,18000,N{X/V}34|I3BufP
MC,Master Card,Citibank,Lovella C Searles,466,Dec-16,Dec-24,23,852,35600,O~g;1Qe9-B!S
VI,Visa,USAA,Sarah Gordon,808,Jan-16,Jan-26,21,5740,188900,ZuiLegC%C%
MC,Master Card,Citibank,Marti Saltsman,877,Dec-08,Dec-13,15,9186,144300,8F&-2M%K?}e+FCy
JC,Japan Credit Bureau,JCB,Tony C Morse,611,Feb-16,Feb-34,19,8894,113600,k4F48D$M[P%KhW
JC,Japan Credit Bureau,JCB,Chuck I Krupa,923,Oct-07,Oct-20,28,6507,116900,Z5XJnythJ_Q
DS,Discover,Discover,Gilbert T Hardin,658,Jun-17,Jun-23,7,2830,28600,0<Cy]+$}g
DC,Diners Club International,Diners Club,Loree T Clutter,174,Jan-07,Jan-19,23,8251,41700,b}*WyTR7rja
DS,Discover,Discover,Terry Johns,680,Aug-14,Aug-17,11,3194,128000,cRDI.~x2GB-ja
DS,Discover,Discover,Casimira R Fuqua,53,Sep-07,Sep-09,7,1617,50400,L;1Th7IJ]sS
AX,American Express,American Express,Tiffany Alvarez,4895,Sep-09,Sep-20,18,5970,154900,0#?nw5>+$h
JC,Japan Credit Bureau,JCB,Stormy Y Bogard,555,Nov-13,Nov-29,12,5922,119800,G@29JGK_
